ID,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Dt_Customer_year,Dt_Customer_month_sin,Dt_Customer_month_cos,Dt_Customer_day_sin,Dt_Customer_day_cos,Dt_Customer_dayofweek_sin,Dt_Customer_dayofweek_cos,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Education_nan,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Marital_Status_nan
7224,1977.0,31353.0,1.0,1.0,24.0,10.0,0.0,10.0,3.0,1.0,7.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.0031853017931388,0.9999949269133752,-0.3970924139690844,0.9177786305902994,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6999,1980.0,69661.0,0.0,0.0,80.0,656.0,16.0,106.0,32.0,16.0,8.0,1.0,7.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.5011489580136382,-0.8653610355694579,0.4864694586816573,-0.873697582559306,0.781547686312557,0.6238455049284951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9938,1954.0,80067.0,0.0,0.0,82.0,519.0,17.0,813.0,27.0,173.0,51.0,1.0,4.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.999997146387718,-0.0023889781122815,-0.6498899302014303,-0.7600283406707806,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6422,1954.0,86718.0,0.0,0.0,20.0,344.0,189.0,482.0,50.0,33.0,172.0,1.0,5.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.4997701026431024,0.866158094405463,-0.2976959944412832,-0.9546607224001704,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3182,1973.0,46854.0,1.0,1.0,81.0,96.0,1.0,79.0,7.0,1.0,79.0,6.0,5.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2014.0,0.9999996829318346,0.0007963267107334,-0.0031853017931379,0.9999949269133752,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7300,1952.0,69142.0,0.0,1.0,50.0,448.0,4.0,34.0,6.0,4.0,39.0,3.0,8.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.0015926529164872,-0.9999987317275396,-0.3970924139690844,0.9177786305902994,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10424,1968.0,75922.0,0.0,0.0,60.0,265.0,138.0,553.0,224.0,23.0,92.0,1.0,4.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.999997146387718,-0.0023889781122815,0.6523075528898924,-0.7579543894211579,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8727,1978.0,63693.0,0.0,1.0,63.0,587.0,43.0,337.0,42.0,87.0,54.0,3.0,11.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.8673495625624736,0.4976994437636892,0.3007353667146157,-0.9537076277387244,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,1977.0,102160.0,0.0,0.0,54.0,763.0,29.0,138.0,76.0,176.0,58.0,0.0,7.0,9.0,10.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,1.0,2012.0,0.8657598394923444,0.5004596890082058,0.7914670768842408,-0.6112118014308259,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1030,1965.0,40637.0,1.0,1.0,72.0,22.0,0.0,13.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.4983899795832508,-0.8669529561925531,-0.2976959944412832,-0.9546607224001704,0.9751300219867084,-0.2216335719610219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
624,1984.0,18890.0,0.0,0.0,5.0,6.0,4.0,1.0,7.0,2.0,15.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2012.0,-0.8673495625624736,0.4976994437636892,0.7914670768842408,-0.6112118014308259,0.4351132755619084,-0.9003757201467545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5176,1988.0,29604.0,1.0,0.0,88.0,7.0,6.0,13.0,7.0,6.0,14.0,1.0,1.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.8649616828896994,-0.5018379092223095,0.6523075528898924,-0.7579543894211579,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5552,1963.0,48721.0,1.0,1.0,50.0,81.0,18.0,113.0,47.0,13.0,21.0,6.0,4.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,0.4864694586816573,-0.873697582559306,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
868,1966.0,44794.0,0.0,1.0,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,-0.8649616828896994,-0.5018379092223095,0.9375378364154584,0.3478833213728722,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
380,1954.0,64497.0,0.0,1.0,17.0,1170.0,48.0,320.0,42.0,32.0,192.0,5.0,11.0,4.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2012.0,-0.8673495625624736,0.4976994437636892,0.9683084999768492,-0.2497571798218906,0.781547686312557,0.6238455049284951,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,1956.0,46097.0,0.0,1.0,11.0,72.0,24.0,68.0,65.0,4.0,8.0,5.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.9999996829318346,0.0007963267107334,-0.0031853017931379,0.9999949269133752,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6521,1954.0,77972.0,0.0,0.0,18.0,613.0,22.0,319.0,33.0,102.0,12.0,1.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.9999996829318346,0.0007963267107334,-0.4836840003035663,-0.8752427022548316,0.781547686312557,0.6238455049284951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6927,1968.0,44377.0,1.0,1.0,70.0,224.0,0.0,30.0,0.0,0.0,10.0,8.0,5.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,0.5011489580136382,-0.8653610355694579,0.8982565786565719,-0.4394714085127608,0.4351132755619084,-0.9003757201467545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2877,1974.0,46014.0,1.0,1.0,21.0,410.0,0.0,59.0,19.0,9.0,44.0,10.0,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.4997701026431024,0.866158094405463,-0.8968521726575683,-0.4423303973269294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1985.0,70951.0,0.0,0.0,66.0,239.0,10.0,554.0,254.0,87.0,54.0,1.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8665558000562658,-0.4990801993556198,0.8483723853688193,0.5293999393120664,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1584,1977.0,41443.0,1.0,0.0,79.0,171.0,7.0,171.0,25.0,19.0,89.0,6.0,8.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.4997701026431024,0.866158094405463,0.7245095555315886,0.689264756057801,-0.9744191052534494,-0.2247385310022896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7264,1978.0,52195.0,2.0,1.0,2.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,-0.0031853017931388,0.9999949269133752,0.8483723853688193,0.5293999393120664,-0.4322430997986881,-0.901757119559597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6274,1948.0,83790.0,0.0,0.0,81.0,1076.0,16.0,417.0,42.0,48.0,16.0,1.0,8.0,10.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.50252654219733,0.8645617817063134,0.102701571086088,-0.9947122133041544,-0.4322430997986881,-0.901757119559597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1377,1954.0,44551.0,0.0,1.0,24.0,182.0,4.0,33.0,0.0,0.0,66.0,2.0,4.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.8649616828896994,-0.5018379092223095,-0.0031853017931379,0.9999949269133752,-0.9744191052534494,-0.2247385310022896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
454,1980.0,69508.0,1.0,0.0,48.0,824.0,32.0,162.0,42.0,32.0,43.0,2.0,11.0,4.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.50252654219733,0.8645617817063134,0.3007353667146157,-0.9537076277387244,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1755,1988.0,45204.0,1.0,0.0,93.0,30.0,11.0,25.0,29.0,1.0,18.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,-0.50252654219733,0.8645617817063134,0.7245095555315886,0.689264756057801,0.781547686312557,0.6238455049284951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2075,1969.0,72460.0,0.0,0.0,56.0,377.0,10.0,540.0,80.0,30.0,10.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.50252654219733,0.8645617817063134,0.3007353667146157,-0.9537076277387244,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4785,1970.0,77622.0,0.0,2.0,3.0,520.0,7.0,154.0,19.0,0.0,14.0,2.0,6.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.8665558000562658,-0.4990801993556198,0.3007353667146157,-0.9537076277387244,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9076,1980.0,30732.0,1.0,0.0,44.0,155.0,1.0,25.0,0.0,1.0,3.0,4.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,0.2011978705179787,0.979550619875783,0.9751300219867084,-0.2216335719610219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7079,1962.0,63887.0,0.0,1.0,38.0,897.0,23.0,207.0,15.0,11.0,92.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,0.9683084999768492,-0.2497571798218906,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4653,1978.0,42011.0,1.0,0.0,46.0,131.0,0.0,16.0,2.0,1.0,39.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.9999996829318346,0.0007963267107334,-0.8500543800781964,0.5266949315399505,0.781547686312557,0.6238455049284951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7375,1976.0,51369.0,0.0,1.0,84.0,297.0,7.0,79.0,0.0,11.0,182.0,2.0,8.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8673495625624736,0.4976994437636892,-0.9386411935721722,0.3448952155791782,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
709,1952.0,51537.0,0.0,1.0,27.0,787.0,20.0,204.0,0.0,0.0,92.0,3.0,2.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.999997146387718,-0.0023889781122815,0.6523075528898924,-0.7579543894211579,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
460,1972.0,79930.0,0.0,0.0,72.0,792.0,86.0,740.0,67.0,51.0,17.0,1.0,3.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,0.9987578041100524,-0.0498281921131599,0.9751300219867084,-0.2216335719610219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3726,1986.0,34320.0,1.0,0.0,66.0,4.0,1.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.8657598394923444,0.5004596890082058,-0.099532591475427,-0.995034302541468,-0.783530857658933,0.6213528748595735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6798,1966.0,37070.0,1.0,1.0,30.0,231.0,7.0,137.0,4.0,15.0,39.0,9.0,5.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,2013.0,0.9999996829318346,0.0007963267107334,-0.7895161676561143,-0.6137297621996202,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5341,1962.0,81975.0,0.0,1.0,2.0,983.0,76.0,184.0,180.0,138.0,27.0,1.0,6.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,0.2011978705179787,0.979550619875783,0.9751300219867084,-0.2216335719610219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,1971.0,38590.0,1.0,0.0,65.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.5011489580136382,-0.8653610355694579,0.102701571086088,-0.9947122133041544,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9617,1951.0,15033.0,0.0,0.0,37.0,0.0,4.0,5.0,6.0,0.0,4.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.8665558000562658,-0.4990801993556198,-0.099532591475427,-0.995034302541468,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3233,1965.0,62745.0,0.0,1.0,89.0,562.0,21.0,464.0,28.0,10.0,32.0,3.0,7.0,8.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.9999996829318346,0.0007963267107334,-0.9985940194955082,-0.0530092843547677,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,1975.0,22212.0,1.0,0.0,49.0,5.0,9.0,20.0,6.0,8.0,21.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.999997146387718,-0.0023889781122815,0.6523075528898924,-0.7579543894211579,0.4351132755619084,-0.9003757201467545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2936,1982.0,23661.0,1.0,0.0,46.0,18.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8665558000562658,-0.4990801993556198,0.6523075528898924,-0.7579543894211579,-0.4322430997986881,-0.901757119559597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9449,1958.0,79761.0,0.0,1.0,32.0,415.0,5.0,124.0,15.0,35.0,11.0,1.0,5.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,0.8665558000562658,-0.4990801993556198,0.8982565786565719,-0.4394714085127608,0.9751300219867084,-0.2216335719610219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7297,1973.0,7500.0,1.0,0.0,54.0,5.0,3.0,10.0,12.0,7.0,20.0,4.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.0031853017931388,0.9999949269133752,-0.8500543800781964,0.5266949315399505,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11004,1893.0,60182.0,0.0,1.0,23.0,8.0,0.0,5.0,7.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.5011489580136382,-0.8653610355694579,-0.2976959944412832,-0.9546607224001704,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,1968.0,73455.0,0.0,0.0,98.0,901.0,61.0,757.0,186.0,163.0,20.0,1.0,6.0,5.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.8673495625624736,0.4976994437636892,-0.5736272263330631,0.8191164784140512,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9940,1958.0,64961.0,0.0,1.0,97.0,382.0,114.0,276.0,75.0,124.0,38.0,2.0,6.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.0031853017931388,0.9999949269133752,-0.9985940194955082,-0.0530092843547677,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10735,1971.0,22804.0,1.0,0.0,75.0,14.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.4983899795832508,-0.8669529561925531,-0.0031853017931379,0.9999949269133752,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9529,1990.0,73687.0,0.0,0.0,8.0,559.0,153.0,503.0,218.0,13.0,181.0,1.0,3.0,9.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0,2013.0,-0.50252654219733,0.8645617817063134,-0.5736272263330631,0.8191164784140512,0.4351132755619084,-0.9003757201467545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6439,1958.0,61074.0,0.0,1.0,37.0,789.0,0.0,133.0,0.0,28.0,152.0,7.0,11.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,-0.2976959944412832,-0.9546607224001704,-0.4322430997986881,-0.901757119559597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7411,1964.0,31686.0,1.0,1.0,31.0,11.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2014.0,0.5011489580136382,-0.8653610355694579,0.9375378364154584,0.3478833213728722,0.781547686312557,0.6238455049284951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2176,1972.0,80134.0,1.0,0.0,40.0,1218.0,16.0,272.0,104.0,0.0,80.0,2.0,5.0,3.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,1.0,2013.0,0.5011489580136382,-0.8653610355694579,-0.7895161676561143,-0.6137297621996202,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9265,1953.0,75027.0,0.0,1.0,74.0,925.0,64.0,179.0,133.0,12.0,77.0,2.0,9.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.999997146387718,-0.0023889781122815,0.2011978705179787,0.979550619875783,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8867,1988.0,67546.0,0.0,0.0,90.0,864.0,134.0,768.0,150.0,38.0,172.0,1.0,4.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,-0.0031853017931379,0.9999949269133752,-0.4322430997986881,-0.901757119559597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8932,1969.0,65176.0,0.0,1.0,57.0,960.0,28.0,183.0,220.0,70.0,70.0,4.0,9.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8673495625624736,0.4976994437636892,-0.3970924139690844,0.9177786305902994,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10236,1975.0,31160.0,1.0,0.0,59.0,16.0,3.0,25.0,6.0,1.0,13.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.999997146387718,-0.0023889781122815,-0.099532591475427,-0.995034302541468,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6340,1985.0,29938.0,1.0,0.0,52.0,3.0,3.0,7.0,0.0,2.0,11.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2013.0,-0.8673495625624736,0.4976994437636892,-0.7267013962952708,0.6869534777716056,-0.783530857658933,0.6213528748595735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10089,1974.0,102692.0,0.0,0.0,5.0,168.0,148.0,444.0,32.0,172.0,148.0,1.0,6.0,9.0,13.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,11.0,1.0,2013.0,0.5011489580136382,-0.8653610355694579,0.7245095555315886,0.689264756057801,-0.9744191052534494,-0.2247385310022896,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,1958.0,26490.0,0.0,0.0,92.0,45.0,47.0,52.0,21.0,20.0,25.0,2.0,3.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.999997146387718,-0.0023889781122815,-0.9675080356712136,-0.2528402675833693,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10992,1967.0,75702.0,1.0,1.0,77.0,650.0,28.0,353.0,45.0,42.0,30.0,5.0,4.0,6.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8649616828896994,-0.5018379092223095,-0.3970924139690844,0.9177786305902994,0.9751300219867084,-0.2216335719610219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5304,1974.0,30899.0,1.0,0.0,35.0,24.0,0.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8673495625624736,0.4976994437636892,0.4864694586816573,-0.873697582559306,-0.9744191052534494,-0.2247385310022896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
309,1961.0,63342.0,0.0,1.0,48.0,918.0,21.0,118.0,13.0,10.0,21.0,3.0,8.0,3.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2012.0,-0.8673495625624736,0.4976994437636892,-0.099532591475427,-0.995034302541468,0.781547686312557,0.6238455049284951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
